transaction_id,affiliate_id,partner_id,transaction_date,memo,net_amount
TXN-100756,1075,101,2025-10-19,Base Program Rebate,160.48
TXN-100757,1112,103,2025-05-02,Base Program Rebate,448.33
TXN-100758,1088,104,2024-09-25,Base Program Rebate,89.23
TXN-100758,1088,104,2024-09-25,Q4 Promotional Tier Bonus,35.69
TXN-100759,1122,101,2024-04-09,Base Program Rebate,550.83312345
TXN-100760,1140,103,2024-12-09,Base Program Rebate,164.02
TXN-100761,1111,102,2026-01-21,Base Program Rebate,403.95
TXN-100762,1038,103,2025-07-14,Base Program Rebate,8.82
TXN-100763,1122,101,2025-12-02,Base Program Rebate,268.95
TXN-100764,1005,105,2024-04-04,Base Program Rebate,36.49
TXN-100765,1131,101,2025-12-26,Base Program Rebate,574.78
TXN-100766,1139,105,2026-04-02,Base Program Rebate,580.38
TXN-100766,1139,105,2026-04-02,Q4 Promotional Tier Bonus,232.15
TXN-100767,1138,104,2024-10-10,Base Program Rebate,462.19
TXN-100768,1053,102,2026-03-10,Base Program Rebate,46.71
TXN-100769,1013,103,2026-04-12,Base Program Rebate,160.64
TXN-100770,1133,104,2024-07-01,Base Program Rebate,388.18
TXN-100771,1133,101,2025-03-28,Base Program Rebate,429.95
TXN-100772,1053,104,2024-01-20,Base Program Rebate,538.17
TXN-100773,1144,104,2024-09-29,Base Program Rebate,93.09
TXN-100774,1114,104,2025-03-22,Base Program Rebate,243.84
TXN-100775,1046,101,2025-01-28,Base Program Rebate,572.61
TXN-100776,1077,103,2025-11-29,Base Program Rebate,183.44012345000002
TXN-100777,1081,105,2024-12-14,Base Program Rebate,50.57
TXN-100778,1037,105,2024-02-10,Base Program Rebate,580.59
TXN-100779,1021,103,2025-05-13,Base Program Rebate,53.21
TXN-100780,1039,101,2026-01-07,Base Program Rebate,597.84
TXN-100781,1139,103,2025-05-26,Return Credit / Adjustment Note,-321.53
TXN-100782,1006,103,2024-02-27,Base Program Rebate,204.29
TXN-100783,1140,105,2025-04-14,Base Program Rebate,564.2
TXN-100783,1140,105,2025-04-14,Q4 Promotional Tier Bonus,225.68
TXN-100784,1029,104,2025-10-31,Base Program Rebate,13.89
TXN-100784,1029,104,2025-10-31,Q4 Promotional Tier Bonus,5.56
TXN-100785,1137,101,2024-11-10,Base Program Rebate,492.89
TXN-100786,1015,101,2024-04-26,Base Program Rebate,299.54
TXN-100787,1098,103,2026-04-10,Base Program Rebate,501.95
TXN-100788,1147,105,2025-07-12,Base Program Rebate,84.55
TXN-100789,1130,102,2024-12-09,Base Program Rebate,40.28
TXN-100790,1086,105,2024-06-17,Base Program Rebate,264.6
TXN-100790,1086,105,2024-06-17,Q4 Promotional Tier Bonus,105.84
TXN-100791,1034,101,2025-05-13,Base Program Rebate,50.73
TXN-100792,1130,103,2025-03-02,Base Program Rebate,416.87
TXN-100793,1029,103,2025-06-19,Base Program Rebate,271.63
TXN-100794,1131,102,2026-01-04,Base Program Rebate,301.18
TXN-100794,1131,102,2026-01-04,Q4 Promotional Tier Bonus,120.47
TXN-100795,1050,102,2024-04-30,Base Program Rebate,592.0
TXN-100795,1050,102,2024-04-30,Q4 Promotional Tier Bonus,236.79832345
TXN-100796,1111,102,2024-10-10,Base Program Rebate,34.21
TXN-100797,1112,104,2024-06-29,Base Program Rebate,97.96
TXN-100797,1112,104,2024-06-29,Q4 Promotional Tier Bonus,39.18
TXN-100798,1133,104,2024-02-14,Base Program Rebate,64.89
TXN-100799,1005,104,2025-06-11,Base Program Rebate,71.85
TXN-100799,1005,104,2025-06-11,Q4 Promotional Tier Bonus,28.74
TXN-100800,1146,103,2024-08-23,Base Program Rebate,467.94
TXN-100801,1040,104,2024-08-13,Base Program Rebate,46.43
TXN-100802,1045,105,2025-04-10,Base Program Rebate,108.89
TXN-100803,1077,103,2024-07-26,Base Program Rebate,203.2
TXN-100804,1022,104,2025-04-14,Base Program Rebate,252.39
TXN-100805,1034,105,2024-06-23,Base Program Rebate,347.93
TXN-100806,1121,104,2024-08-09,Base Program Rebate,355.97
TXN-100807,1052,102,2024-12-01,Base Program Rebate,261.96
TXN-100808,1128,101,2025-03-03,Base Program Rebate,588.16
TXN-100809,1006,104,2025-06-27,Base Program Rebate,238.11
TXN-100810,1116,102,2024-03-26,Base Program Rebate,336.2
TXN-100811,1025,103,2024-10-29,Base Program Rebate,145.34
TXN-100811,1025,103,2024-10-29,Q4 Promotional Tier Bonus,58.14
TXN-100812,1128,105,2024-01-25,Base Program Rebate,585.91
TXN-100813,1038,103,2025-10-03,Base Program Rebate,279.92
TXN-100814,1148,103,2025-06-27,Base Program Rebate,22.05
TXN-100815,1124,105,2026-03-24,Base Program Rebate,126.27
TXN-100816,1013,105,2025-11-21,Base Program Rebate,219.98
TXN-100817,1008,103,2025-01-10,Base Program Rebate,107.22
TXN-100818,1041,102,2024-12-08,Base Program Rebate,145.08
TXN-100819,1129,102,2026-02-10,Base Program Rebate,447.65
TXN-100820,1147,104,2024-10-10,Base Program Rebate,35.04
TXN-100821,1024,104,2025-12-27,Base Program Rebate,320.31
TXN-100822,1086,101,2024-07-11,Base Program Rebate,535.41
TXN-100823,1061,101,2024-04-21,Base Program Rebate,100.95
TXN-100824,1041,105,2025-10-04,Base Program Rebate,16.06
TXN-100825,1112,103,2025-03-06,Base Program Rebate,267.71
TXN-100826,1049,105,2025-10-22,Base Program Rebate,203.19
TXN-100827,1114,105,2025-11-12,Base Program Rebate,418.88
TXN-100828,1025,103,2024-06-24,Base Program Rebate,474.09
TXN-100829,1010,102,2024-12-27,Base Program Rebate,172.42
TXN-100829,1010,102,2024-12-27,Q4 Promotional Tier Bonus,68.97
TXN-100830,1037,102,2024-06-14,Base Program Rebate,144.65
TXN-100831,1055,103,2024-07-07,Base Program Rebate,125.08
TXN-100832,1029,103,2025-04-04,Base Program Rebate,325.07
TXN-100833,1092,104,2026-02-25,Base Program Rebate,89.37
TXN-100834,1124,105,2024-12-05,Base Program Rebate,389.23
TXN-100835,1128,102,2026-03-29,Base Program Rebate,340.23
TXN-100835,1128,102,2026-03-29,Q4 Promotional Tier Bonus,136.09
TXN-100836,1026,105,2024-04-29,Base Program Rebate,186.58
TXN-100837,1018,103,2024-02-26,Base Program Rebate,365.87
TXN-100838,1058,102,2024-01-24,Base Program Rebate,52.45
TXN-100839,1119,104,2024-07-18,Base Program Rebate,295.55
TXN-100840,1144,103,2025-02-11,Base Program Rebate,90.9
TXN-100840,1144,103,2025-02-11,Q4 Promotional Tier Bonus,36.36
TXN-100841,1104,105,2024-03-30,Base Program Rebate,131.38
TXN-100841,1104,105,2024-03-30,Q4 Promotional Tier Bonus,52.55
TXN-100842,1098,104,2024-05-22,Base Program Rebate,501.72
TXN-100843,1122,103,2024-03-08,Base Program Rebate,560.06
TXN-100844,1138,103,2025-02-28,Base Program Rebate,107.0
TXN-100845,1040,102,2025-01-25,Base Program Rebate,175.45
TXN-100846,1129,103,2025-05-20,Base Program Rebate,336.67
TXN-100847,1055,103,2025-10-17,Base Program Rebate,500.96
TXN-100848,1096,102,2025-05-18,Base Program Rebate,544.31
TXN-100849,1116,101,2025-09-05,Base Program Rebate,447.98
TXN-100850,1137,104,2025-12-11,Base Program Rebate,491.42
TXN-100851,1055,102,2025-08-18,Base Program Rebate,37.46
TXN-100852,1034,101,2024-10-06,Base Program Rebate,218.29512344999998
TXN-100853,1064,105,2025-10-16,Base Program Rebate,561.95
TXN-100854,1019,105,2026-02-09,Base Program Rebate,102.36
TXN-100855,1068,103,2025-12-02,Base Program Rebate,419.54
TXN-100856,1029,101,2024-05-20,Base Program Rebate,312.11
TXN-100857,1034,101,2024-08-11,Base Program Rebate,94.85
TXN-100858,1133,105,2025-06-28,Base Program Rebate,428.25
TXN-100859,1016,101,2026-04-18,Base Program Rebate,80.91
TXN-100860,1026,104,2025-09-03,Base Program Rebate,315.07
TXN-100860,1026,104,2025-09-03,Q4 Promotional Tier Bonus,126.03
TXN-100861,1025,102,2025-12-05,Base Program Rebate,137.88
TXN-100862,1148,101,2024-03-20,Base Program Rebate,13.74
TXN-100863,1006,105,2025-08-30,Base Program Rebate,37.91
TXN-100864,1144,101,2026-02-11,Base Program Rebate,60.16
TXN-100865,1040,102,2025-11-17,Base Program Rebate,212.54
TXN-100866,1129,103,2024-12-26,Base Program Rebate,98.43
TXN-100867,1127,101,2024-04-11,Base Program Rebate,492.2
TXN-100868,1061,102,2026-02-11,Base Program Rebate,323.43
TXN-100868,1061,102,2026-02-11,Q4 Promotional Tier Bonus,129.37
TXN-100869,1081,105,2024-07-08,Base Program Rebate,265.2
TXN-100869,1081,105,2024-07-08,Q4 Promotional Tier Bonus,106.08
TXN-100870,1049,104,2024-04-25,Base Program Rebate,457.44
TXN-100871,1116,103,2025-12-22,Base Program Rebate,174.74
TXN-100872,1088,103,2025-04-12,Base Program Rebate,361.23262345
TXN-100873,1125,104,2024-10-24,Base Program Rebate,591.01
TXN-100874,1112,103,2024-07-02,Base Program Rebate,10.14
TXN-100875,1121,101,2024-05-02,Base Program Rebate,88.16
TXN-100876,1036,101,2025-01-07,Return Credit / Adjustment Note,-585.19
TXN-100877,1024,102,2025-03-10,Base Program Rebate,435.81
TXN-100878,1057,104,2024-12-30,Base Program Rebate,286.81
TXN-100879,1058,102,2026-02-25,Base Program Rebate,274.14
TXN-100880,1026,101,2024-04-11,Base Program Rebate,443.33
TXN-100881,1037,104,2025-09-11,Base Program Rebate,408.32
TXN-100882,1016,105,2026-02-24,Base Program Rebate,296.58
TXN-100883,1117,103,2025-07-09,Base Program Rebate,207.81
TXN-100883,1117,103,2025-07-09,Q4 Promotional Tier Bonus,83.12
TXN-100884,1024,104,2025-04-05,Base Program Rebate,190.45
TXN-100885,1126,103,2025-12-24,Base Program Rebate,100.58
TXN-100886,1022,105,2025-11-22,Base Program Rebate,295.61
TXN-100887,1126,102,2025-06-02,Base Program Rebate,35.8
TXN-100888,1146,103,2026-02-23,Base Program Rebate,586.73
TXN-100889,1081,103,2026-04-08,Base Program Rebate,445.88
TXN-100890,1019,104,2024-12-19,Base Program Rebate,595.19
TXN-100891,1050,103,2025-08-29,Base Program Rebate,53.25
TXN-100892,1036,101,2025-07-05,Base Program Rebate,197.36
TXN-100893,1096,103,2024-01-21,Base Program Rebate,418.33512345
TXN-100894,1088,103,2025-08-09,Base Program Rebate,60.89
TXN-100895,1116,105,2026-04-10,Base Program Rebate,459.53
TXN-100896,1099,102,2025-05-23,Base Program Rebate,382.18
TXN-100896,1099,102,2025-05-23,Q4 Promotional Tier Bonus,152.87
TXN-100897,1068,105,2025-02-15,Base Program Rebate,483.25062345000003
TXN-100898,1129,101,2025-08-29,Base Program Rebate,203.76
TXN-100899,1041,103,2026-03-25,Base Program Rebate,48.31
TXN-100900,1141,105,2024-11-16,Base Program Rebate,122.05
TXN-100901,1125,102,2024-01-20,Base Program Rebate,377.64
TXN-100902,1141,104,2024-10-01,Base Program Rebate,562.46
TXN-100903,1099,105,2026-01-14,Base Program Rebate,376.99
TXN-100904,1033,103,2025-03-21,Base Program Rebate,247.63
TXN-100904,1033,103,2025-03-21,Q4 Promotional Tier Bonus,99.05
TXN-100905,1061,102,2024-09-19,Base Program Rebate,412.9
TXN-100906,1005,102,2026-03-27,Base Program Rebate,496.77
TXN-100907,1139,101,2024-07-25,Base Program Rebate,97.72
TXN-100908,1141,105,2024-06-29,Base Program Rebate,387.47
TXN-100909,1013,101,2024-11-17,Base Program Rebate,361.96
TXN-100909,1013,101,2024-11-17,Q4 Promotional Tier Bonus,144.78
TXN-100910,1018,104,2026-01-11,Base Program Rebate,506.04
TXN-100911,1024,105,2025-11-11,Base Program Rebate,497.82
TXN-100911,1024,105,2025-11-11,Q4 Promotional Tier Bonus,199.13
TXN-100912,1024,103,2024-12-03,Base Program Rebate,499.82
TXN-100913,1098,102,2024-05-27,Base Program Rebate,66.32
TXN-100914,1130,101,2025-05-17,Base Program Rebate,321.25
TXN-100915,1112,102,2024-10-11,Base Program Rebate,527.96
TXN-100915,1112,102,2024-10-11,Q4 Promotional Tier Bonus,211.18
TXN-100916,1132,101,2026-01-27,Base Program Rebate,398.18
TXN-100916,1132,101,2026-01-27,Q4 Promotional Tier Bonus,159.27
TXN-100917,1070,103,2026-04-11,Base Program Rebate,411.94
TXN-100918,1003,104,2024-09-18,Base Program Rebate,182.28
TXN-100918,1003,104,2024-09-18,Q4 Promotional Tier Bonus,72.91
TXN-100919,1101,103,2026-04-11,Base Program Rebate,460.63
TXN-100920,1114,104,2026-01-24,Base Program Rebate,249.24
TXN-100921,1019,102,2025-12-16,Base Program Rebate,158.43
TXN-100922,1125,103,2025-04-09,Base Program Rebate,417.89
TXN-100923,1101,102,2024-01-04,Base Program Rebate,241.9
TXN-100924,1034,102,2025-06-12,Base Program Rebate,428.85
TXN-100925,1131,104,2026-03-22,Base Program Rebate,563.8
TXN-100926,1037,105,2026-04-26,Base Program Rebate,198.23
TXN-100927,1090,104,2025-08-07,Base Program Rebate,136.63
TXN-100927,1090,104,2025-08-07,Q4 Promotional Tier Bonus,54.65
TXN-100928,1111,102,2024-09-25,Base Program Rebate,421.5
TXN-100929,1055,102,2024-04-01,Base Program Rebate,574.92
TXN-100930,1122,104,2026-03-02,Base Program Rebate,552.19
TXN-100931,1041,102,2026-04-12,Base Program Rebate,469.82
TXN-100932,1041,105,2024-08-08,Base Program Rebate,597.14
TXN-100933,1093,102,2024-01-30,Base Program Rebate,175.89
TXN-100934,1086,105,2025-12-01,Base Program Rebate,389.22
TXN-100935,1148,104,2025-12-04,Base Program Rebate,129.3
TXN-100936,1016,101,2025-07-24,Base Program Rebate,37.6
TXN-100937,1132,105,2025-12-27,Base Program Rebate,449.57
TXN-100938,1068,104,2025-11-18,Base Program Rebate,224.11
TXN-100938,1068,104,2025-11-18,Q4 Promotional Tier Bonus,89.65
TXN-100939,1074,104,2024-05-15,Base Program Rebate,56.06
TXN-100940,1071,101,2024-05-10,Base Program Rebate,300.78
TXN-100940,1071,101,2024-05-10,Q4 Promotional Tier Bonus,120.31
TXN-100941,1055,105,2026-04-29,Base Program Rebate,457.53
TXN-100942,1071,104,2026-02-21,Base Program Rebate,570.16
TXN-100943,1101,101,2024-07-12,Base Program Rebate,91.3
TXN-100944,1111,104,2024-04-28,Base Program Rebate,597.13
TXN-100944,1111,104,2024-04-28,Q4 Promotional Tier Bonus,238.85
TXN-100945,1116,101,2026-01-07,Base Program Rebate,520.46
TXN-100946,1038,102,2026-02-06,Base Program Rebate,306.47
TXN-100947,1129,101,2025-06-22,Base Program Rebate,460.69
TXN-100948,1116,101,2024-12-02,Base Program Rebate,18.01
TXN-100949,1130,101,2024-11-27,Base Program Rebate,94.38
TXN-100950,1105,103,2025-08-31,Base Program Rebate,395.66
TXN-100951,1104,103,2026-01-19,Base Program Rebate,599.89
TXN-100951,1104,103,2026-01-19,Q4 Promotional Tier Bonus,239.96
TXN-100952,1061,103,2026-03-28,Base Program Rebate,35.68212345
TXN-100953,1092,103,2024-07-01,Base Program Rebate,145.95
TXN-100954,1041,102,2025-02-01,Base Program Rebate,468.25
TXN-100955,1024,103,2025-05-17,Base Program Rebate,481.16
TXN-100956,1132,102,2025-01-02,Base Program Rebate,400.15
TXN-100957,1088,104,2024-10-01,Base Program Rebate,338.93
TXN-100958,1133,102,2025-03-20,Base Program Rebate,379.34
TXN-100959,1146,102,2025-10-25,Base Program Rebate,412.53
TXN-100960,1122,101,2024-10-24,Base Program Rebate,282.26
TXN-100961,1025,103,2024-09-11,Base Program Rebate,315.05
TXN-100962,1008,105,2024-04-20,Base Program Rebate,307.61
TXN-100963,1053,103,2024-09-17,Base Program Rebate,352.38
TXN-100964,1111,102,2026-03-16,Base Program Rebate,111.37
TXN-100965,1068,103,2025-08-24,Base Program Rebate,435.15
TXN-100966,1074,102,2024-08-04,Base Program Rebate,113.09
TXN-100967,1021,104,2025-07-01,Base Program Rebate,13.2
TXN-100968,1105,104,2025-11-04,Base Program Rebate,579.57
TXN-100969,1133,103,2025-12-08,Base Program Rebate,405.1
TXN-100970,1025,102,2024-01-15,Base Program Rebate,116.5
TXN-100971,1005,102,2025-05-07,Base Program Rebate,390.05
TXN-100972,1123,102,2024-03-29,Base Program Rebate,182.3
TXN-100973,1036,102,2026-01-26,Base Program Rebate,422.3
TXN-100973,1036,102,2026-01-26,Q4 Promotional Tier Bonus,168.92
TXN-100974,1127,104,2024-02-22,Base Program Rebate,201.98
TXN-100975,1096,104,2026-01-24,Base Program Rebate,348.25012345
TXN-100976,1092,104,2025-06-09,Base Program Rebate,355.65
TXN-100977,1114,102,2026-01-01,Base Program Rebate,38.77
TXN-100978,1057,104,2025-04-29,Base Program Rebate,72.37
TXN-100979,1099,101,2024-06-14,Base Program Rebate,174.59
TXN-100980,1046,105,2025-12-02,Base Program Rebate,205.14
TXN-100981,1025,103,2026-01-10,Base Program Rebate,427.55
TXN-100981,1025,103,2026-01-10,Q4 Promotional Tier Bonus,171.02
TXN-100982,1034,105,2024-07-31,Base Program Rebate,171.27
TXN-100983,1040,102,2025-09-12,Base Program Rebate,296.58
TXN-100984,1050,102,2025-07-24,Base Program Rebate,30.61
TXN-100985,1034,102,2026-04-27,Base Program Rebate,516.03
TXN-100986,1022,105,2024-08-20,Base Program Rebate,74.61
TXN-100987,1077,101,2026-02-27,Base Program Rebate,526.93
TXN-100988,1119,105,2025-11-16,Base Program Rebate,64.73
TXN-100989,1022,101,2026-03-11,Base Program Rebate,367.32
TXN-100990,1008,105,2024-04-17,Base Program Rebate,102.31
TXN-100991,1064,104,2026-02-19,Base Program Rebate,304.77
TXN-100992,1073,102,2024-05-05,Base Program Rebate,509.54
TXN-100993,1052,104,2024-12-15,Base Program Rebate,173.84
TXN-100994,1096,103,2025-10-06,Base Program Rebate,399.83
TXN-100995,1049,102,2026-04-01,Base Program Rebate,258.72
TXN-100995,1049,102,2026-04-01,Q4 Promotional Tier Bonus,103.49
TXN-100996,1005,104,2024-05-29,Base Program Rebate,462.67
TXN-100997,1074,103,2025-02-15,Base Program Rebate,589.21
TXN-100998,1141,102,2025-08-11,Base Program Rebate,37.04
TXN-100999,1121,103,2025-03-05,Base Program Rebate,242.7
TXN-101000,1071,103,2024-01-09,Base Program Rebate,496.63
TXN-101000,1071,103,2024-01-09,Q4 Promotional Tier Bonus,198.65
TXN-101001,1124,105,2026-03-18,Base Program Rebate,371.87
TXN-101002,1140,104,2026-03-05,Base Program Rebate,120.38
TXN-101003,1025,105,2025-07-07,Base Program Rebate,172.15
TXN-101004,1138,102,2024-01-24,Base Program Rebate,19.17
TXN-101005,1068,104,2025-06-01,Base Program Rebate,68.49
TXN-101006,1077,101,2024-02-18,Base Program Rebate,454.54
TXN-101006,1077,101,2024-02-18,Q4 Promotional Tier Bonus,181.82
TXN-101007,1050,105,2025-08-02,Base Program Rebate,429.5
TXN-101007,1050,105,2025-08-02,Q4 Promotional Tier Bonus,171.8
TXN-101008,1144,105,2025-11-19,Base Program Rebate,86.13
TXN-101009,1121,105,2024-07-16,Base Program Rebate,494.15
TXN-101010,1093,101,2024-04-04,Base Program Rebate,39.66
TXN-101010,1093,101,2024-04-04,Q4 Promotional Tier Bonus,15.86
TXN-101011,1130,105,2025-06-15,Base Program Rebate,467.85
TXN-101011,1130,105,2025-06-15,Q4 Promotional Tier Bonus,187.13932344999998
TXN-101012,1114,104,2026-04-23,Base Program Rebate,99.8
TXN-101013,1119,105,2024-04-30,Base Program Rebate,417.45
TXN-101014,1126,103,2024-05-01,Base Program Rebate,361.96
TXN-101015,1008,105,2024-06-05,Base Program Rebate,72.85
TXN-101016,1005,102,2024-05-25,Base Program Rebate,470.82
TXN-101017,1061,102,2024-07-06,Base Program Rebate,491.93
TXN-101018,1008,104,2025-05-07,Base Program Rebate,344.9
TXN-101019,1112,105,2024-05-15,Base Program Rebate,457.77
TXN-101020,1104,102,2026-01-15,Base Program Rebate,196.82
TXN-101021,1049,104,2024-12-13,Base Program Rebate,325.74
TXN-101021,1049,104,2024-12-13,Q4 Promotional Tier Bonus,130.3
TXN-101022,1005,105,2025-10-07,Base Program Rebate,478.21
TXN-101023,1126,101,2024-07-16,Base Program Rebate,573.21
TXN-101024,1121,102,2026-02-07,Base Program Rebate,286.81
TXN-101024,1121,102,2026-02-07,Q4 Promotional Tier Bonus,114.72
TXN-101025,1041,102,2026-04-29,Base Program Rebate,424.11
TXN-101025,1041,102,2026-04-29,Q4 Promotional Tier Bonus,169.64
TXN-101026,1008,104,2024-01-24,Base Program Rebate,205.62
TXN-101027,1087,103,2024-04-03,Base Program Rebate,71.0
TXN-101028,1053,101,2024-06-06,Base Program Rebate,185.81
TXN-101029,1072,102,2024-01-28,Base Program Rebate,428.7
TXN-101030,1072,103,2025-01-19,Base Program Rebate,565.09
TXN-101030,1072,103,2025-01-19,Q4 Promotional Tier Bonus,226.04
TXN-101031,1119,105,2025-01-29,Base Program Rebate,569.74
TXN-101032,1015,104,2024-01-30,Base Program Rebate,245.98
TXN-101033,1130,101,2024-09-09,Base Program Rebate,458.38
TXN-101034,1104,101,2025-10-13,Base Program Rebate,301.51
TXN-101035,1036,102,2025-07-04,Base Program Rebate,571.69
TXN-101035,1036,102,2025-07-04,Q4 Promotional Tier Bonus,228.67
TXN-101036,1136,103,2025-10-30,Base Program Rebate,583.32
TXN-101037,1131,103,2025-11-27,Base Program Rebate,229.64
TXN-101038,1119,103,2024-02-16,Base Program Rebate,98.95
TXN-101039,1150,101,2026-04-30,Base Program Rebate,85.94
TXN-101040,1133,105,2026-04-01,Base Program Rebate,192.69
TXN-101041,1104,103,2024-09-08,Base Program Rebate,398.21
TXN-101042,1073,101,2025-12-09,Base Program Rebate,82.4
TXN-101042,1073,101,2025-12-09,Q4 Promotional Tier Bonus,32.96
TXN-101043,1126,104,2026-02-19,Base Program Rebate,237.19
TXN-101044,1123,101,2026-04-15,Base Program Rebate,403.79
TXN-101045,1131,103,2025-01-31,Base Program Rebate,108.37
TXN-101046,1111,103,2024-07-16,Base Program Rebate,268.13
TXN-101047,1077,102,2024-04-02,Base Program Rebate,490.23
TXN-101048,1116,103,2024-02-07,Base Program Rebate,170.25
TXN-101048,1116,103,2024-02-07,Q4 Promotional Tier Bonus,68.1
TXN-101049,1090,101,2024-10-11,Base Program Rebate,342.54
TXN-101050,1127,105,2025-08-01,Base Program Rebate,107.38
TXN-101051,1127,102,2025-06-19,Base Program Rebate,438.02
TXN-101052,1148,105,2025-09-21,Base Program Rebate,153.62
TXN-101053,1139,101,2024-11-26,Base Program Rebate,260.95
TXN-101053,1139,101,2024-11-26,Q4 Promotional Tier Bonus,104.38
TXN-101054,1008,102,2024-02-18,Base Program Rebate,168.57
TXN-101055,1039,103,2024-03-24,Base Program Rebate,528.3591234500001
TXN-101056,1148,104,2024-03-17,Base Program Rebate,550.4
TXN-101057,1137,101,2024-01-29,Base Program Rebate,289.28
TXN-101058,1073,103,2024-09-10,Base Program Rebate,66.94
TXN-101059,1073,105,2026-03-24,Base Program Rebate,143.95
TXN-101060,1019,104,2025-08-15,Base Program Rebate,77.08
TXN-101060,1019,104,2025-08-15,Q4 Promotional Tier Bonus,30.83
TXN-101061,1025,101,2026-04-01,Base Program Rebate,266.55
TXN-101062,1146,101,2025-07-26,Base Program Rebate,33.69
TXN-101063,1093,102,2025-09-05,Base Program Rebate,473.02
TXN-101064,1098,105,2025-09-26,Base Program Rebate,63.01
TXN-101065,1121,103,2025-08-24,Base Program Rebate,117.51
TXN-101066,1039,105,2024-05-09,Base Program Rebate,383.33
TXN-101067,1101,102,2024-09-05,Base Program Rebate,84.76
TXN-101068,1119,103,2024-11-14,Base Program Rebate,351.24
TXN-101069,1132,103,2024-10-25,Base Program Rebate,222.88
TXN-101070,1013,102,2025-06-03,Base Program Rebate,491.96
TXN-101071,1040,102,2026-03-15,Base Program Rebate,43.37
TXN-101072,1111,105,2025-12-10,Base Program Rebate,200.35962345000002
TXN-101073,1096,103,2024-06-15,Base Program Rebate,65.15
TXN-101073,1096,103,2024-06-15,Q4 Promotional Tier Bonus,26.06
TXN-101074,1148,102,2025-04-22,Base Program Rebate,375.29
TXN-101075,1073,104,2024-07-29,Base Program Rebate,241.69
TXN-101076,1077,101,2025-07-22,Base Program Rebate,71.33
TXN-101077,1081,101,2024-01-31,Base Program Rebate,121.48
TXN-101078,1037,103,2025-07-21,Base Program Rebate,149.46
TXN-101079,1019,101,2025-11-24,Base Program Rebate,84.5
TXN-101080,1041,103,2025-04-12,Base Program Rebate,145.99
TXN-101081,1136,104,2025-12-29,Base Program Rebate,41.56
TXN-101082,1039,105,2025-01-22,Base Program Rebate,417.38
TXN-101083,1008,105,2025-08-24,Base Program Rebate,115.49
TXN-101084,1010,103,2024-05-09,Base Program Rebate,511.27
TXN-101084,1010,103,2024-05-09,Q4 Promotional Tier Bonus,204.51
TXN-101085,1141,105,2024-03-07,Base Program Rebate,102.54
TXN-101086,1086,104,2025-06-15,Base Program Rebate,279.9
TXN-101087,1116,104,2024-10-01,Base Program Rebate,349.76
TXN-101088,1041,102,2024-07-26,Base Program Rebate,272.62
TXN-101089,1087,105,2024-06-09,Base Program Rebate,561.46
TXN-101090,1017,103,2025-03-31,Base Program Rebate,312.5
TXN-101091,1074,104,2025-04-06,Base Program Rebate,281.86
TXN-101092,1087,101,2024-07-02,Base Program Rebate,266.41
TXN-101093,1064,105,2025-06-09,Base Program Rebate,329.12
TXN-101094,1024,101,2025-01-03,Base Program Rebate,25.37
TXN-101095,1068,103,2024-07-14,Base Program Rebate,424.12162345
TXN-101095,1068,103,2024-07-14,Q4 Promotional Tier Bonus,169.65
TXN-101096,1003,103,2024-10-15,Base Program Rebate,493.83
TXN-101097,1129,101,2025-04-28,Base Program Rebate,393.31962345000005
TXN-101097,1129,101,2025-04-28,Q4 Promotional Tier Bonus,157.33
TXN-101098,1041,104,2024-08-27,Base Program Rebate,310.71
TXN-101099,1111,103,2026-03-21,Base Program Rebate,53.81
TXN-101100,1096,102,2025-03-25,Base Program Rebate,271.36
TXN-101101,1025,103,2026-01-25,Base Program Rebate,8.28
TXN-101102,1096,104,2025-12-03,Base Program Rebate,452.19
TXN-101103,1130,101,2025-08-04,Base Program Rebate,471.75
TXN-101103,1130,101,2025-08-04,Q4 Promotional Tier Bonus,188.7
TXN-101104,1132,105,2025-08-10,Base Program Rebate,520.5
TXN-101104,1132,105,2025-08-10,Q4 Promotional Tier Bonus,208.2
TXN-101105,1021,103,2025-08-06,Base Program Rebate,577.26
TXN-101106,1146,105,2024-06-30,Base Program Rebate,21.66
TXN-101107,1015,104,2024-10-17,Base Program Rebate,125.52
TXN-101108,1086,105,2024-01-12,Base Program Rebate,105.17
TXN-101108,1086,105,2024-01-12,Q4 Promotional Tier Bonus,42.07
TXN-101109,1113,101,2025-02-02,Base Program Rebate,573.17
TXN-101109,1113,101,2025-02-02,Q4 Promotional Tier Bonus,229.27
TXN-101110,1112,102,2025-09-10,Base Program Rebate,346.12
TXN-101111,1105,103,2024-07-25,Base Program Rebate,6.95
TXN-101112,1052,105,2024-12-02,Base Program Rebate,546.41
TXN-101112,1052,105,2024-12-02,Q4 Promotional Tier Bonus,218.56
TXN-101113,1105,103,2025-12-18,Base Program Rebate,505.98
TXN-101114,1037,104,2024-09-12,Base Program Rebate,109.8
TXN-101115,1141,102,2025-12-16,Base Program Rebate,342.25
TXN-101116,1034,103,2025-10-05,Base Program Rebate,323.8
TXN-101117,1045,104,2025-02-25,Base Program Rebate,595.45312345
TXN-101118,1021,105,2026-02-23,Base Program Rebate,468.26
TXN-101119,1008,104,2024-01-28,Base Program Rebate,46.23
TXN-101120,1092,102,2025-02-10,Base Program Rebate,25.07
TXN-101121,1144,104,2025-05-11,Base Program Rebate,278.16
