affiliate_id,affiliate_name,anomaly_type,latest_month,latest_amount,historical_avg,decline_pct,months_since_last_activity,gap_amount,feed_health_status,severity
1087,,Reconciliation Gap,2024-07,266.41,,,,,,Medium
1064,,Reconciliation Gap,2025-06,329.12,,,,,,Medium
1024,,Reconciliation Gap,2025-01,25.37,,,,,,Medium
1068,,Reconciliation Gap,2024-07,424.12,,,,,,Medium
1068,,Reconciliation Gap,2024-07,169.65,,,,,,Medium
1003,,Reconciliation Gap,2024-10,493.83,,,,,,Medium
1129,,Reconciliation Gap,2025-04,393.32,,,,,,Medium
1129,,Reconciliation Gap,2025-04,157.33,,,,,,Medium
1041,,Reconciliation Gap,2024-08,310.71,,,,,,Medium
1111,,Reconciliation Gap,2026-03,53.81,,,,,,Medium
1096,,Reconciliation Gap,2025-03,271.36,,,,,,Medium
1025,,Reconciliation Gap,2026-01,8.28,,,,,,Medium
1096,,Reconciliation Gap,2025-12,452.19,,,,,,Medium
1130,,Reconciliation Gap,2025-08,471.75,,,,,,Medium
1130,,Reconciliation Gap,2025-08,188.7,,,,,,Medium
1132,,Reconciliation Gap,2025-08,520.5,,,,,,Medium
1132,,Reconciliation Gap,2025-08,208.2,,,,,,Medium
1021,,Reconciliation Gap,2025-08,577.26,,,,,,Medium
1146,,Reconciliation Gap,2024-06,21.66,,,,,,Medium
1015,,Reconciliation Gap,2024-10,125.52,,,,,,Medium
1086,,Reconciliation Gap,2024-01,105.17,,,,,,Medium
1086,,Reconciliation Gap,2024-01,42.07,,,,,,Medium
1113,,Reconciliation Gap,2025-02,573.17,,,,,,Medium
1113,,Reconciliation Gap,2025-02,229.27,,,,,,Medium
1112,,Reconciliation Gap,2025-09,346.12,,,,,,Medium
1105,,Reconciliation Gap,2024-07,6.95,,,,,,Medium
1052,,Reconciliation Gap,2024-12,546.41,,,,,,Medium
1052,,Reconciliation Gap,2024-12,218.56,,,,,,Medium
1105,,Reconciliation Gap,2025-12,505.98,,,,,,Medium
1037,,Reconciliation Gap,2024-09,109.8,,,,,,Medium
1141,,Reconciliation Gap,2025-12,342.25,,,,,,Medium
1034,,Reconciliation Gap,2025-10,323.8,,,,,,Medium
1045,,Reconciliation Gap,2025-02,595.45,,,,,,Medium
1021,,Reconciliation Gap,2026-02,468.26,,,,,,Medium
1008,,Reconciliation Gap,2024-01,46.23,,,,,,Medium
1092,,Reconciliation Gap,2025-02,25.07,,,,,,Medium
1144,,Reconciliation Gap,2025-05,278.16,,,,,,Medium
1101,,Reconciliation Gap,2025-04,492.71,,,,,,Medium
1019,,Reconciliation Gap,2024-10,76.68,,,,,,Medium
1003,,Reconciliation Gap,2024-06,265.79,,,,,,Medium
1123,,Reconciliation Gap,2025-03,418.8,,,,,,Medium
1141,,Reconciliation Gap,2025-02,414.98,,,,,,Medium
1087,,Reconciliation Gap,2024-09,226.35,,,,,,Medium
1003,,Reconciliation Gap,2026-04,117.31,,,,,,Medium
1144,,Reconciliation Gap,2026-01,102.31,,,,,,Medium
1126,,Reconciliation Gap,2025-10,126.25,,,,,,Medium
1045,,Reconciliation Gap,2024-12,195.71,,,,,,Medium
1045,,Reconciliation Gap,2024-08,41.94,,,,,,Medium
1015,,Reconciliation Gap,2025-02,182.67,,,,,,Medium
1123,,Reconciliation Gap,2024-06,153.03,,,,,,Medium
1088,,Reconciliation Gap,2024-12,107.26,,,,,,Medium
1144,,Reconciliation Gap,2024-03,202.73,,,,,,Medium
1138,,Reconciliation Gap,2025-05,353.51,,,,,,Medium
1138,,Reconciliation Gap,2025-05,141.41,,,,,,Medium
1098,,Reconciliation Gap,2025-09,49.94,,,,,,Medium
1087,,Reconciliation Gap,2025-10,25.15,,,,,,Medium
1087,,Reconciliation Gap,2025-10,10.06,,,,,,Medium
1058,,Reconciliation Gap,2025-10,472.71,,,,,,Medium
1061,,Reconciliation Gap,2024-08,508.54,,,,,,Medium
1144,,Reconciliation Gap,2026-03,413.19,,,,,,Medium
1072,,Reconciliation Gap,2025-03,378.8,,,,,,Medium
1010,,Reconciliation Gap,2024-07,77.52,,,,,,Medium
1041,,Reconciliation Gap,2025-06,49.2,,,,,,Medium
1052,,Reconciliation Gap,2024-06,364.5,,,,,,Medium
1040,,Reconciliation Gap,2026-03,290.0,,,,,,Medium
1040,,Reconciliation Gap,2026-03,116.0,,,,,,Medium
1133,,Reconciliation Gap,2026-02,95.64,,,,,,Medium
1133,,Reconciliation Gap,2026-02,38.26,,,,,,Medium
1068,,Reconciliation Gap,2025-07,93.8,,,,,,Medium
1105,,Reconciliation Gap,2025-01,338.38,,,,,,Medium
1040,,Reconciliation Gap,2024-07,5.0,,,,,,Medium
1040,,Reconciliation Gap,2024-07,2.0,,,,,,Medium
1090,,Reconciliation Gap,2025-01,295.01,,,,,,Medium
1006,,Reconciliation Gap,2025-01,559.45,,,,,,Medium
1075,,Reconciliation Gap,2025-12,294.45,,,,,,Medium
1098,,Reconciliation Gap,2024-09,287.94,,,,,,Medium
1098,,Reconciliation Gap,2024-09,115.18,,,,,,Medium
1029,,Reconciliation Gap,2025-09,274.64,,,,,,Medium
1141,,Reconciliation Gap,2024-01,72.25,,,,,,Medium
1130,,Reconciliation Gap,2025-06,546.19,,,,,,Medium
1130,,Reconciliation Gap,2025-06,218.48,,,,,,Medium
1123,,Reconciliation Gap,2025-08,186.52,,,,,,Medium
1018,,Reconciliation Gap,2025-10,344.64,,,,,,Medium
1041,,Reconciliation Gap,2025-12,186.59,,,,,,Medium
1041,,Reconciliation Gap,2025-12,74.64,,,,,,Medium
1122,,Reconciliation Gap,2025-11,174.78,,,,,,Medium
1026,,Reconciliation Gap,2025-05,111.24,,,,,,Medium
1026,,Reconciliation Gap,2025-05,44.49,,,,,,Medium
1038,,Reconciliation Gap,2024-09,589.81,,,,,,Medium
1038,,Reconciliation Gap,2024-09,235.92,,,,,,Medium
1017,,Reconciliation Gap,2024-03,228.19,,,,,,Medium
1113,,Reconciliation Gap,2025-11,456.92,,,,,,Medium
1144,,Reconciliation Gap,2026-03,592.6,,,,,,Medium
1132,,Reconciliation Gap,2026-02,161.34,,,,,,Medium
1074,,Reconciliation Gap,2025-11,534.37,,,,,,Medium
1074,,Reconciliation Gap,2025-11,213.75,,,,,,Medium
1013,,Reconciliation Gap,2024-12,484.25,,,,,,Medium
1026,,Reconciliation Gap,2025-09,75.93,,,,,,Medium
1052,,Reconciliation Gap,2025-04,371.97,,,,,,Medium
1039,,Reconciliation Gap,2025-10,574.63,,,,,,Medium
1008,,Reconciliation Gap,2025-11,267.97,,,,,,Medium
1017,,Reconciliation Gap,2025-03,563.6,,,,,,Medium
1017,,Reconciliation Gap,2025-03,225.44,,,,,,Medium
1088,,Reconciliation Gap,2025-09,119.06,,,,,,Medium
1117,,Reconciliation Gap,2024-05,-300.01,,,,,,Medium
1111,,Reconciliation Gap,2025-04,573.14,,,,,,Medium
1036,,Reconciliation Gap,2024-04,262.35,,,,,,Medium
1088,,Reconciliation Gap,2024-08,432.21,,,,,,Medium
1144,,Reconciliation Gap,2025-07,381.05,,,,,,Medium
1046,,Reconciliation Gap,2026-02,554.5,,,,,,Medium
1087,,Reconciliation Gap,2025-03,485.55,,,,,,Medium
1018,,Reconciliation Gap,2026-01,356.34,,,,,,Medium
1025,,Reconciliation Gap,2025-01,347.21,,,,,,Medium
1088,,Reconciliation Gap,2024-11,463.34,,,,,,Medium
1141,,Reconciliation Gap,2025-08,135.23,,,,,,Medium
1029,,Reconciliation Gap,2024-08,301.15,,,,,,Medium
1144,,Reconciliation Gap,2025-09,193.78,,,,,,Medium
1128,,Reconciliation Gap,2025-10,497.64,,,,,,Medium
1073,,Reconciliation Gap,2026-04,430.77,,,,,,Medium
1010,,Reconciliation Gap,2025-05,437.12,,,,,,Medium
1034,,Reconciliation Gap,2025-07,236.89,,,,,,Medium
1090,,Reconciliation Gap,2024-03,317.89,,,,,,Medium
1125,,Reconciliation Gap,2024-04,80.71,,,,,,Medium
1068,,Reconciliation Gap,2025-11,100.31,,,,,,Medium
1029,,Reconciliation Gap,2024-08,483.1,,,,,,Medium
1128,,Reconciliation Gap,2025-11,-471.84,,,,,,Medium
1128,,Reconciliation Gap,2025-11,188.73,,,,,,Medium
1013,,Reconciliation Gap,2024-12,-584.56,,,,,,Medium
1140,,Reconciliation Gap,2025-08,261.71,,,,,,Medium
1024,,Reconciliation Gap,2025-02,294.45,,,,,,Medium
1087,,Reconciliation Gap,2026-03,279.55,,,,,,Medium
1101,,Reconciliation Gap,2024-01,74.2,,,,,,Medium
1119,,Reconciliation Gap,2024-01,353.14,,,,,,Medium
1119,,Reconciliation Gap,2024-01,141.26,,,,,,Medium
1088,,Reconciliation Gap,2025-10,422.39,,,,,,Medium
1123,,Reconciliation Gap,2025-02,488.19,,,,,,Medium
1122,,Reconciliation Gap,2024-03,312.54,,,,,,Medium
1024,,Reconciliation Gap,2025-11,538.82,,,,,,Medium
1126,,Reconciliation Gap,2026-03,190.29,,,,,,Medium
1018,,Reconciliation Gap,2024-09,511.24,,,,,,Medium
1081,,Reconciliation Gap,2024-06,255.27,,,,,,Medium
1081,,Reconciliation Gap,2024-06,102.11,,,,,,Medium
1064,,Reconciliation Gap,2025-03,86.06,,,,,,Medium
1077,,Reconciliation Gap,2025-07,307.58,,,,,,Medium
1006,,Reconciliation Gap,2024-05,181.58,,,,,,Medium
1045,,Reconciliation Gap,2025-01,168.24,,,,,,Medium
1055,,Reconciliation Gap,2025-10,542.44,,,,,,Medium
1098,,Reconciliation Gap,2025-07,124.25,,,,,,Medium
1139,,Reconciliation Gap,2026-01,224.86,,,,,,Medium
1096,,Reconciliation Gap,2024-11,595.49,,,,,,Medium
1016,,Reconciliation Gap,2024-05,320.05,,,,,,Medium
1018,,Reconciliation Gap,2024-12,467.4,,,,,,Medium
1019,,Reconciliation Gap,2024-08,228.73,,,,,,Medium
1070,,Reconciliation Gap,2026-04,484.56,,,,,,Medium
1061,,Reconciliation Gap,2024-10,365.46,,,,,,Medium
1061,,Reconciliation Gap,2024-10,146.18,,,,,,Medium
1146,,Reconciliation Gap,2025-07,357.78,,,,,,Medium
1003,,Reconciliation Gap,2025-12,95.41,,,,,,Medium
1010,,Reconciliation Gap,2025-12,467.07,,,,,,Medium
1101,,Reconciliation Gap,2026-03,282.53,,,,,,Medium
1049,,Reconciliation Gap,2025-10,515.11,,,,,,Medium
1049,,Reconciliation Gap,2025-10,206.04,,,,,,Medium
1050,,Reconciliation Gap,2024-06,346.25,,,,,,Medium
1003,,Reconciliation Gap,2025-11,306.44,,,,,,Medium
1146,,Reconciliation Gap,2025-12,77.0,,,,,,Medium
1001,,Reconciliation Gap,2025-12,321.76,,,,,,Medium
1122,,Reconciliation Gap,2024-02,365.41,,,,,,Medium
1122,,Reconciliation Gap,2024-02,146.16,,,,,,Medium
1016,,Reconciliation Gap,2024-05,309.43,,,,,,Medium
1016,,Reconciliation Gap,2024-05,123.77,,,,,,Medium
1146,,Reconciliation Gap,2025-07,510.84,,,,,,Medium
1146,,Reconciliation Gap,2025-07,204.34,,,,,,Medium
1137,,Reconciliation Gap,2025-02,132.43,,,,,,Medium
1006,,Reconciliation Gap,2025-09,509.39,,,,,,Medium
1068,,Reconciliation Gap,2024-04,5.58,,,,,,Medium
1068,,Reconciliation Gap,2024-04,2.23,,,,,,Medium
1017,,Reconciliation Gap,2025-06,539.36,,,,,,Medium
1141,,Reconciliation Gap,2024-08,283.74,,,,,,Medium
1123,,Reconciliation Gap,2024-04,593.65,,,,,,Medium
1099,,Reconciliation Gap,2025-01,530.44,,,,,,Medium
1026,,Reconciliation Gap,2025-03,446.99,,,,,,Medium
1026,,Reconciliation Gap,2025-03,178.8,,,,,,Medium
1057,,Reconciliation Gap,2025-03,294.72,,,,,,Medium
1092,,Reconciliation Gap,2026-01,554.33,,,,,,Medium
1021,,Reconciliation Gap,2024-05,95.44,,,,,,Medium
1146,,Reconciliation Gap,2025-03,585.92,,,,,,Medium
1114,,Reconciliation Gap,2026-02,258.8,,,,,,Medium
1058,,Reconciliation Gap,2024-09,596.57,,,,,,Medium
1021,,Reconciliation Gap,2025-09,110.76,,,,,,Medium
1021,,Reconciliation Gap,2025-09,44.3,,,,,,Medium
1006,,Reconciliation Gap,2024-07,557.64,,,,,,Medium
1010,,Reconciliation Gap,2025-02,316.17,,,,,,Medium
1098,,Reconciliation Gap,2024-03,307.14,,,,,,Medium
1058,,Reconciliation Gap,2025-12,252.3,,,,,,Medium
1010,,Reconciliation Gap,2024-08,172.98,,,,,,Medium
1053,,Reconciliation Gap,2025-01,202.23,,,,,,Medium
1025,,Reconciliation Gap,2025-01,445.42,,,,,,Medium
1086,,Reconciliation Gap,2025-10,167.38,,,,,,Medium
1137,,Reconciliation Gap,2024-05,27.02,,,,,,Medium
1137,,Reconciliation Gap,2024-05,10.81,,,,,,Medium
1019,,Reconciliation Gap,2025-07,372.36,,,,,,Medium
1123,,Reconciliation Gap,2024-02,78.88,,,,,,Medium
1126,,Reconciliation Gap,2025-01,270.47,,,,,,Medium
1096,,Reconciliation Gap,2025-05,475.05,,,,,,Medium
1064,,Reconciliation Gap,2025-08,38.82,,,,,,Medium
1064,,Reconciliation Gap,2025-08,15.53,,,,,,Medium
1119,,Reconciliation Gap,2024-06,264.05,,,,,,Medium
1132,,Reconciliation Gap,2024-07,112.48,,,,,,Medium
1119,,Reconciliation Gap,2025-05,425.38,,,,,,Medium
1057,,Reconciliation Gap,2024-05,104.74,,,,,,Medium
1029,,Reconciliation Gap,2024-05,164.09,,,,,,Medium
1041,,Reconciliation Gap,2024-04,3.34,,,,,,Medium
1017,,Reconciliation Gap,2024-09,433.94,,,,,,Medium
1013,,Reconciliation Gap,2026-04,214.9,,,,,,Medium
1004,,Reconciliation Gap,2025-11,587.31,,,,,,Medium
1148,,Reconciliation Gap,2025-10,156.26,,,,,,Medium
1101,,Reconciliation Gap,2024-11,163.1,,,,,,Medium
1033,,Reconciliation Gap,2024-08,438.56,,,,,,Medium
1116,,Reconciliation Gap,2025-04,113.05,,,,,,Medium
1116,,Reconciliation Gap,2025-04,45.22,,,,,,Medium
1004,,Reconciliation Gap,2024-06,531.44,,,,,,Medium
1029,,Reconciliation Gap,2025-03,149.04,,,,,,Medium
1029,,Reconciliation Gap,2025-03,59.62,,,,,,Medium
1003,,Reconciliation Gap,2024-04,228.28,,,,,,Medium
1139,,Reconciliation Gap,2024-05,150.88,,,,,,Medium
1003,,Reconciliation Gap,2026-03,66.04,,,,,,Medium
1040,,Reconciliation Gap,2025-05,456.4,,,,,,Medium
1040,,Reconciliation Gap,2025-05,182.56,,,,,,Medium
1124,,Reconciliation Gap,2025-10,327.31,,,,,,Medium
1021,,Reconciliation Gap,2025-03,87.25,,,,,,Medium
1021,,Reconciliation Gap,2025-03,34.9,,,,,,Medium
1046,,Reconciliation Gap,2025-12,530.82,,,,,,Medium
1022,,Reconciliation Gap,2024-04,573.99,,,,,,Medium
1081,,Reconciliation Gap,2024-02,363.69,,,,,,Medium
1146,,Reconciliation Gap,2024-06,536.14,,,,,,Medium
1021,,Reconciliation Gap,2025-05,397.88,,,,,,Medium
1021,,Reconciliation Gap,2025-05,159.15,,,,,,Medium
1033,,Reconciliation Gap,2024-11,90.8,,,,,,Medium
1015,,Reconciliation Gap,2025-08,257.9,,,,,,Medium
1025,,Reconciliation Gap,2026-02,232.55,,,,,,Medium
1093,,Reconciliation Gap,2026-03,382.87,,,,,,Medium
1088,,Reconciliation Gap,2025-07,299.52,,,,,,Medium
1088,,Reconciliation Gap,2025-08,429.67,,,,,,Medium
1046,,Reconciliation Gap,2024-08,218.62,,,,,,Medium
1112,,Reconciliation Gap,2024-04,38.1,,,,,,Medium
1026,,Reconciliation Gap,2025-04,88.62,,,,,,Medium
1026,,Reconciliation Gap,2025-04,35.45,,,,,,Medium
1013,,Reconciliation Gap,2024-04,577.33,,,,,,Medium
1098,,Reconciliation Gap,2024-02,421.59,,,,,,Medium
1034,,Reconciliation Gap,2024-05,220.73,,,,,,Medium
1096,,Reconciliation Gap,2026-02,111.5,,,,,,Medium
1068,,Reconciliation Gap,2025-02,434.23,,,,,,Medium
1022,,Reconciliation Gap,2024-03,528.99,,,,,,Medium
1003,,Reconciliation Gap,2025-03,408.74,,,,,,Medium
1003,,Reconciliation Gap,2025-03,163.5,,,,,,Medium
1049,,Reconciliation Gap,2024-06,164.92,,,,,,Medium
1045,,Reconciliation Gap,2025-09,35.96,,,,,,Medium
1132,,Reconciliation Gap,2026-04,416.23,,,,,,Medium
1087,,Reconciliation Gap,2024-02,482.5,,,,,,Medium
1016,,Reconciliation Gap,2025-09,467.83,,,,,,Medium
1021,,Reconciliation Gap,2024-08,359.27,,,,,,Medium
1138,,Reconciliation Gap,2024-09,163.33,,,,,,Medium
1138,,Reconciliation Gap,2024-09,65.33,,,,,,Medium
1071,,Reconciliation Gap,2024-11,7.57,,,,,,Medium
1039,,Reconciliation Gap,2026-02,235.91,,,,,,Medium
1073,,Reconciliation Gap,2026-01,303.39,,,,,,Medium
1087,,Reconciliation Gap,2025-08,521.62,,,,,,Medium
1017,,Reconciliation Gap,2026-01,140.86,,,,,,Medium
1034,,Reconciliation Gap,2025-06,595.39,,,,,,Medium
1104,,Reconciliation Gap,2024-12,176.28,,,,,,Medium
1147,,Reconciliation Gap,2024-09,127.27,,,,,,Medium
1137,,Reconciliation Gap,2024-04,483.32,,,,,,Medium
1018,,Reconciliation Gap,2024-04,274.25,,,,,,Medium
1128,,Reconciliation Gap,2024-12,55.81,,,,,,Medium
1112,,Reconciliation Gap,2026-02,526.3,,,,,,Medium
1127,,Reconciliation Gap,2024-02,219.67,,,,,,Medium
1147,,Reconciliation Gap,2025-03,221.62,,,,,,Medium
1147,,Reconciliation Gap,2025-06,271.43,,,,,,Medium
1147,,Reconciliation Gap,2025-06,108.57,,,,,,Medium
1052,,Reconciliation Gap,2024-01,94.85,,,,,,Medium
1016,,Reconciliation Gap,2025-02,524.81,,,,,,Medium
1123,,Reconciliation Gap,2024-04,53.78,,,,,,Medium
1099,,Reconciliation Gap,2025-02,198.91,,,,,,Medium
1150,,Reconciliation Gap,2024-04,168.83,,,,,,Medium
1138,,Reconciliation Gap,2024-11,342.0,,,,,,Medium
1138,,Reconciliation Gap,2024-11,136.8,,,,,,Medium
1112,,Reconciliation Gap,2024-02,128.87,,,,,,Medium
1053,,Reconciliation Gap,2024-03,87.19,,,,,,Medium
1104,,Reconciliation Gap,2025-06,130.43,,,,,,Medium
1104,,Reconciliation Gap,2025-06,52.17,,,,,,Medium
1068,,Reconciliation Gap,2024-07,211.19,,,,,,Medium
1034,,Reconciliation Gap,2024-12,547.78,,,,,,Medium
1131,,Reconciliation Gap,2024-03,434.33,,,,,,Medium
1071,,Reconciliation Gap,2024-06,538.16,,,,,,Medium
1071,,Reconciliation Gap,2024-06,215.26,,,,,,Medium
1055,,Reconciliation Gap,2026-01,4.7,,,,,,Medium
1104,,Reconciliation Gap,2024-04,24.3,,,,,,Medium
1036,,Reconciliation Gap,2025-01,131.64,,,,,,Medium
1003,,Reconciliation Gap,2026-04,219.87,,,,,,Medium
1024,,Reconciliation Gap,2025-10,599.43,,,,,,Medium
1098,,Reconciliation Gap,2026-02,203.16,,,,,,Medium
1098,,Reconciliation Gap,2026-02,81.26,,,,,,Medium
1099,,Reconciliation Gap,2024-10,507.44,,,,,,Medium
1136,,Reconciliation Gap,2024-03,484.05,,,,,,Medium
1093,,Reconciliation Gap,2025-05,450.59,,,,,,Medium
1117,,Reconciliation Gap,2026-04,22.0,,,,,,Medium
1105,,Reconciliation Gap,2025-01,70.91,,,,,,Medium
1105,,Reconciliation Gap,2025-01,28.37,,,,,,Medium
1139,,Reconciliation Gap,2024-01,563.92,,,,,,Medium
1141,,Reconciliation Gap,2024-11,503.49,,,,,,Medium
1096,,Reconciliation Gap,2024-01,18.18,,,,,,Medium
1131,,Reconciliation Gap,2024-12,104.32,,,,,,Medium
1090,,Reconciliation Gap,2025-09,387.55,,,,,,Medium
1025,,Reconciliation Gap,2026-01,106.3,,,,,,Medium
1025,,Reconciliation Gap,2026-01,42.52,,,,,,Medium
1117,,Reconciliation Gap,2025-10,347.22,,,,,,Medium
1125,,Reconciliation Gap,2024-11,124.25,,,,,,Medium
1130,,Reconciliation Gap,2024-01,371.81,,,,,,Medium
1005,,Reconciliation Gap,2025-04,381.59,,,,,,Medium
1046,,Reconciliation Gap,2024-07,322.41,,,,,,Medium
1055,,Reconciliation Gap,2024-10,-52.07,,,,,,Medium
1021,,Reconciliation Gap,2025-04,556.5,,,,,,Medium
1038,,Reconciliation Gap,2024-03,297.81,,,,,,Medium
1114,,Reconciliation Gap,2025-02,46.46,,,,,,Medium
1114,,Reconciliation Gap,2025-02,18.58,,,,,,Medium
1104,,Reconciliation Gap,2024-07,181.01,,,,,,Medium
1104,,Reconciliation Gap,2024-07,72.4,,,,,,Medium
1074,,Reconciliation Gap,2025-05,596.96,,,,,,Medium
1053,,Reconciliation Gap,2024-07,364.65,,,,,,Medium
1045,,Reconciliation Gap,2024-04,539.4,,,,,,Medium
1148,,Reconciliation Gap,2024-10,166.02,,,,,,Medium
1140,,Reconciliation Gap,2025-04,447.75,,,,,,Medium
1039,,Reconciliation Gap,2024-06,120.73,,,,,,Medium
1021,,Reconciliation Gap,2026-03,460.45,,,,,,Medium
1114,,Reconciliation Gap,2025-04,255.68,,,,,,Medium
1132,,Reconciliation Gap,2025-03,121.83,,,,,,Medium
1104,,Reconciliation Gap,2024-02,574.96,,,,,,Medium
1139,,Reconciliation Gap,2024-12,240.49,,,,,,Medium
1038,,Reconciliation Gap,2024-09,45.9,,,,,,Medium
1024,,Reconciliation Gap,2024-11,413.75,,,,,,Medium
1072,,Reconciliation Gap,2025-07,42.08,,,,,,Medium
1126,,Reconciliation Gap,2026-01,365.72,,,,,,Medium
1126,,Reconciliation Gap,2026-01,146.29,,,,,,Medium
1099,,Reconciliation Gap,2026-04,193.77,,,,,,Medium
1058,,Reconciliation Gap,2024-05,76.65,,,,,,Medium
1128,,Reconciliation Gap,2024-10,13.16,,,,,,Medium
1111,,Reconciliation Gap,2024-05,505.38,,,,,,Medium
1008,,Reconciliation Gap,2025-10,12.22,,,,,,Medium
1068,,Reconciliation Gap,2024-11,452.83,,,,,,Medium
1133,,Reconciliation Gap,2025-02,180.82,,,,,,Medium
1133,,Reconciliation Gap,2025-02,72.33,,,,,,Medium
1136,,Reconciliation Gap,2024-01,-136.35,,,,,,Medium
1148,,Reconciliation Gap,2024-08,104.19,,,,,,Medium
1123,,Reconciliation Gap,2025-12,521.14,,,,,,Medium
1068,,Reconciliation Gap,2024-09,199.27,,,,,,Medium
1036,,Reconciliation Gap,2025-08,277.76,,,,,,Medium
1093,,Reconciliation Gap,2025-11,75.62,,,,,,Medium
1058,,Reconciliation Gap,2026-03,439.19,,,,,,Medium
1017,,Reconciliation Gap,2025-07,501.74,,,,,,Medium
1148,,Reconciliation Gap,2024-03,583.13,,,,,,Medium
1088,,Reconciliation Gap,2025-05,64.96,,,,,,Medium
1071,,Reconciliation Gap,2025-12,273.78,,,,,,Medium
1046,,Reconciliation Gap,2025-01,585.1,,,,,,Medium
1046,,Reconciliation Gap,2025-01,234.04,,,,,,Medium
1036,,Reconciliation Gap,2025-08,389.91,,,,,,Medium
1050,,Reconciliation Gap,2025-04,114.25,,,,,,Medium
1055,,Reconciliation Gap,2025-07,52.73,,,,,,Medium
1119,,Reconciliation Gap,2024-02,266.2,,,,,,Medium
1098,,Reconciliation Gap,2024-10,115.7,,,,,,Medium
1121,,Reconciliation Gap,2024-04,409.49,,,,,,Medium
1010,,Reconciliation Gap,2025-08,161.54,,,,,,Medium
1136,,Reconciliation Gap,2025-02,237.25,,,,,,Medium
1116,,Reconciliation Gap,2024-06,471.97,,,,,,Medium
1001,,Reconciliation Gap,2024-07,303.19,,,,,,Medium
1148,,Reconciliation Gap,2024-06,190.78,,,,,,Medium
1029,,Reconciliation Gap,2025-11,286.07,,,,,,Medium
1016,,Reconciliation Gap,2025-11,456.76,,,,,,Medium
1001,,Reconciliation Gap,2024-09,284.86,,,,,,Medium
1064,,Reconciliation Gap,2025-06,303.13,,,,,,Medium
1073,,Reconciliation Gap,2025-05,441.55,,,,,,Medium
1073,,Reconciliation Gap,2025-05,176.62,,,,,,Medium
1077,,Reconciliation Gap,2025-12,201.91,,,,,,Medium
1131,,Reconciliation Gap,2024-04,163.79,,,,,,Medium
1093,,Reconciliation Gap,2025-11,596.47,,,,,,Medium
1150,,Reconciliation Gap,2025-01,125.77,,,,,,Medium
1021,,Reconciliation Gap,2025-10,408.08,,,,,,Medium
1021,,Reconciliation Gap,2025-10,163.23,,,,,,Medium
1146,,Reconciliation Gap,2024-12,236.14,,,,,,Medium
1008,,Reconciliation Gap,2025-06,421.85,,,,,,Medium
1127,,Reconciliation Gap,2024-10,68.34,,,,,,Medium
1147,,Reconciliation Gap,2025-06,580.09,,,,,,Medium
1061,,Reconciliation Gap,2026-03,178.6,,,,,,Medium
1024,,Reconciliation Gap,2025-05,185.23,,,,,,Medium
1053,,Reconciliation Gap,2024-12,527.54,,,,,,Medium
1126,,Reconciliation Gap,2024-03,428.64,,,,,,Medium
1017,,Reconciliation Gap,2024-08,21.7,,,,,,Medium
1017,,Reconciliation Gap,2024-08,8.68,,,,,,Medium
1019,,Reconciliation Gap,2024-11,359.23,,,,,,Medium
1129,,Reconciliation Gap,2025-11,461.18,,,,,,Medium
1070,,Reconciliation Gap,2024-10,341.08,,,,,,Medium
1099,,Reconciliation Gap,2024-05,317.13,,,,,,Medium
1077,,Reconciliation Gap,2024-12,258.03,,,,,,Medium
1126,,Reconciliation Gap,2026-02,254.0,,,,,,Medium
1052,,Reconciliation Gap,2025-06,225.43,,,,,,Medium
1010,,Reconciliation Gap,2024-05,243.26,,,,,,Medium
1105,,Reconciliation Gap,2024-03,35.18,,,,,,Medium
1019,,Reconciliation Gap,2025-08,290.18,,,,,,Medium
1146,,Reconciliation Gap,2026-01,430.88,,,,,,Medium
1116,,Reconciliation Gap,2024-08,537.29,,,,,,Medium
1001,,Reconciliation Gap,2025-09,413.45,,,,,,Medium
1024,,Reconciliation Gap,2024-04,150.21,,,,,,Medium
1090,,Reconciliation Gap,2024-05,181.7,,,,,,Medium
1124,,Reconciliation Gap,2026-04,368.62,,,,,,Medium
1029,,Reconciliation Gap,2024-07,87.16,,,,,,Medium
1150,,Reconciliation Gap,2024-07,287.0,,,,,,Medium
1116,,Reconciliation Gap,2025-11,166.92,,,,,,Medium
1098,,Reconciliation Gap,2024-01,171.85,,,,,,Medium
1006,,Reconciliation Gap,2025-03,27.97,,,,,,Medium
1006,,Reconciliation Gap,2025-03,11.19,,,,,,Medium
1034,,Reconciliation Gap,2025-05,513.86,,,,,,Medium
1088,,Reconciliation Gap,2024-03,106.76,,,,,,Medium
1105,,Reconciliation Gap,2024-10,471.51,,,,,,Medium
1139,,Reconciliation Gap,2025-01,577.63,,,,,,Medium
1117,,Reconciliation Gap,2024-09,79.83,,,,,,Medium
1136,,Reconciliation Gap,2024-03,29.34,,,,,,Medium
1136,,Reconciliation Gap,2024-03,11.74,,,,,,Medium
1112,,Reconciliation Gap,2026-02,140.84,,,,,,Medium
1021,,Reconciliation Gap,2026-01,535.75,,,,,,Medium
1133,,Reconciliation Gap,2024-04,24.86,,,,,,Medium
1137,,Reconciliation Gap,2024-06,-194.39,,,,,,Medium
1128,,Reconciliation Gap,2024-07,119.44,,,,,,Medium
1034,,Reconciliation Gap,2026-04,318.3,,,,,,Medium
1144,,Reconciliation Gap,2024-07,22.36,,,,,,Medium
1127,,Reconciliation Gap,2024-03,206.08,,,,,,Medium
1122,,Reconciliation Gap,2024-07,499.86,,,,,,Medium
