affiliate_id,partner_id,rebate_month,expected_amount,actual_amount,gap_amount
1088,104,2024-09,,35.69,
1122,101,2024-04,,550.83312345,
1140,103,2024-12,,164.02,
1111,102,2026-01,,403.95,
1038,103,2025-07,,8.82,
1122,101,2025-12,,268.95,
1005,105,2024-04,,36.49,
1131,101,2025-12,,574.78,
1139,105,2026-04,,580.38,
1139,105,2026-04,,232.15,
1138,104,2024-10,,462.19,
1053,102,2026-03,,46.71,
1013,103,2026-04,,160.64,
1133,104,2024-07,,388.18,
1133,101,2025-03,,429.95,
1053,104,2024-01,,538.17,
1144,104,2024-09,,93.09,
1114,104,2025-03,,243.84,
1046,101,2025-01,,572.61,
1077,103,2025-11,,183.44012345,
1081,105,2024-12,,50.57,
1037,105,2024-02,,580.59,
1021,103,2025-05,,53.21,
1039,101,2026-01,,597.84,
1139,103,2025-05,,-321.53,
1006,103,2024-02,,204.29,
1140,105,2025-04,,564.2,
1140,105,2025-04,,225.68,
1029,104,2025-10,,13.89,
1029,104,2025-10,,5.56,
1137,101,2024-11,,492.89,
1015,101,2024-04,,299.54,
1098,103,2026-04,,501.95,
1147,105,2025-07,,84.55,
1130,102,2024-12,,40.28,
1086,105,2024-06,,264.6,
1086,105,2024-06,,105.84,
1034,101,2025-05,,50.73,
1130,103,2025-03,,416.87,
1029,103,2025-06,,271.63,
1131,102,2026-01,,301.18,
1131,102,2026-01,,120.47,
1050,102,2024-04,,592.0,
1050,102,2024-04,,236.79832345,
1111,102,2024-10,,34.21,
1112,104,2024-06,,97.96,
1112,104,2024-06,,39.18,
1133,104,2024-02,,64.89,
1005,104,2025-06,,71.85,
1005,104,2025-06,,28.74,
1146,103,2024-08,,467.94,
1040,104,2024-08,,46.43,
1045,105,2025-04,,108.89,
1077,103,2024-07,,203.2,
1022,104,2025-04,,252.39,
1034,105,2024-06,,347.93,
1121,104,2024-08,,355.97,
1052,102,2024-12,,261.96,
1128,101,2025-03,,588.16,
1006,104,2025-06,,238.11,
1116,102,2024-03,,336.2,
1025,103,2024-10,,145.34,
1025,103,2024-10,,58.14,
1128,105,2024-01,,585.91,
1038,103,2025-10,,279.92,
1148,103,2025-06,,22.05,
1124,105,2026-03,,126.27,
1013,105,2025-11,,219.98,
1008,103,2025-01,,107.22,
1041,102,2024-12,,145.08,
1129,102,2026-02,,447.65,
1147,104,2024-10,,35.04,
1024,104,2025-12,,320.31,
1086,101,2024-07,,535.41,
1061,101,2024-04,,100.95,
1041,105,2025-10,,16.06,
1112,103,2025-03,,267.71,
1049,105,2025-10,,203.19,
1114,105,2025-11,,418.88,
1025,103,2024-06,,474.09,
1010,102,2024-12,,172.42,
1010,102,2024-12,,68.97,
1037,102,2024-06,,144.65,
1055,103,2024-07,,125.08,
1029,103,2025-04,,325.07,
1092,104,2026-02,,89.37,
1124,105,2024-12,,389.23,
1128,102,2026-03,,340.23,
1128,102,2026-03,,136.09,
1026,105,2024-04,,186.58,
1018,103,2024-02,,365.87,
1058,102,2024-01,,52.45,
1119,104,2024-07,,295.55,
1144,103,2025-02,,90.9,
1144,103,2025-02,,36.36,
1104,105,2024-03,,131.38,
1104,105,2024-03,,52.55,
1098,104,2024-05,,501.72,
1122,103,2024-03,,560.06,
1138,103,2025-02,,107.0,
1040,102,2025-01,,175.45,
1129,103,2025-05,,336.67,
1055,103,2025-10,,500.96,
1096,102,2025-05,,544.31,
1116,101,2025-09,,447.98,
1137,104,2025-12,,491.42,
1055,102,2025-08,,37.46,
1034,101,2024-10,,218.29512345,
1064,105,2025-10,,561.95,
1019,105,2026-02,,102.36,
1068,103,2025-12,,419.54,
1029,101,2024-05,,312.11,
1034,101,2024-08,,94.85,
1133,105,2025-06,,428.25,
1016,101,2026-04,,80.91,
1026,104,2025-09,,315.07,
1026,104,2025-09,,126.03,
1025,102,2025-12,,137.88,
1148,101,2024-03,,13.74,
1006,105,2025-08,,37.91,
1144,101,2026-02,,60.16,
1040,102,2025-11,,212.54,
1129,103,2024-12,,98.43,
1127,101,2024-04,,492.2,
1061,102,2026-02,,323.43,
1061,102,2026-02,,129.37,
1081,105,2024-07,,265.2,
1081,105,2024-07,,106.08,
1049,104,2024-04,,457.44,
1116,103,2025-12,,174.74,
1088,103,2025-04,,361.23262345,
1125,104,2024-10,,591.01,
1112,103,2024-07,,10.14,
1121,101,2024-05,,88.16,
1036,101,2025-01,,-585.19,
1024,102,2025-03,,435.81,
1057,104,2024-12,,286.81,
1058,102,2026-02,,274.14,
1026,101,2024-04,,443.33,
1037,104,2025-09,,408.32,
1016,105,2026-02,,296.58,
1117,103,2025-07,,207.81,
1117,103,2025-07,,83.12,
1024,104,2025-04,,190.45,
1126,103,2025-12,,100.58,
1022,105,2025-11,,295.61,
1126,102,2025-06,,35.8,
1146,103,2026-02,,586.73,
1081,103,2026-04,,445.88,
1019,104,2024-12,,595.19,
1050,103,2025-08,,53.25,
1036,101,2025-07,,197.36,
1096,103,2024-01,,418.33512345,
1088,103,2025-08,,60.89,
1116,105,2026-04,,459.53,
1099,102,2025-05,,382.18,
1099,102,2025-05,,152.87,
1068,105,2025-02,,483.25062345,
1129,101,2025-08,,203.76,
1041,103,2026-03,,48.31,
1141,105,2024-11,,122.05,
1125,102,2024-01,,377.64,
1141,104,2024-10,,562.46,
1099,105,2026-01,,376.99,
1033,103,2025-03,,247.63,
1033,103,2025-03,,99.05,
1061,102,2024-09,,412.9,
1005,102,2026-03,,496.77,
1139,101,2024-07,,97.72,
1141,105,2024-06,,387.47,
1013,101,2024-11,,361.96,
1013,101,2024-11,,144.78,
1018,104,2026-01,,506.04,
1024,105,2025-11,,497.82,
1024,105,2025-11,,199.13,
1024,103,2024-12,,499.82,
1098,102,2024-05,,66.32,
1130,101,2025-05,,321.25,
1112,102,2024-10,,527.96,
1112,102,2024-10,,211.18,
1132,101,2026-01,,398.18,
1132,101,2026-01,,159.27,
1070,103,2026-04,,411.94,
1003,104,2024-09,,182.28,
1003,104,2024-09,,72.91,
1101,103,2026-04,,460.63,
1114,104,2026-01,,249.24,
1019,102,2025-12,,158.43,
1125,103,2025-04,,417.89,
1101,102,2024-01,,241.9,
1034,102,2025-06,,428.85,
1131,104,2026-03,,563.8,
1037,105,2026-04,,198.23,
1090,104,2025-08,,136.63,
1090,104,2025-08,,54.65,
1111,102,2024-09,,421.5,
1055,102,2024-04,,574.92,
1122,104,2026-03,,552.19,
1041,102,2026-04,,469.82,
1041,105,2024-08,,597.14,
1093,102,2024-01,,175.89,
1086,105,2025-12,,389.22,
1148,104,2025-12,,129.3,
1016,101,2025-07,,37.6,
1132,105,2025-12,,449.57,
1068,104,2025-11,,224.11,
1068,104,2025-11,,89.65,
1074,104,2024-05,,56.06,
1071,101,2024-05,,300.78,
1071,101,2024-05,,120.31,
1055,105,2026-04,,457.53,
1071,104,2026-02,,570.16,
1101,101,2024-07,,91.3,
1111,104,2024-04,,597.13,
1111,104,2024-04,,238.85,
1116,101,2026-01,,520.46,
1038,102,2026-02,,306.47,
1129,101,2025-06,,460.69,
1116,101,2024-12,,18.01,
1130,101,2024-11,,94.38,
1105,103,2025-08,,395.66,
1104,103,2026-01,,599.89,
1104,103,2026-01,,239.96,
1061,103,2026-03,,35.68212345,
1092,103,2024-07,,145.95,
1041,102,2025-02,,468.25,
1024,103,2025-05,,481.16,
1132,102,2025-01,,400.15,
1088,104,2024-10,,338.93,
1133,102,2025-03,,379.34,
1146,102,2025-10,,412.53,
1122,101,2024-10,,282.26,
1025,103,2024-09,,315.05,
1008,105,2024-04,,307.61,
1053,103,2024-09,,352.38,
1111,102,2026-03,,111.37,
1068,103,2025-08,,435.15,
1074,102,2024-08,,113.09,
1021,104,2025-07,,13.2,
1105,104,2025-11,,579.57,
1133,103,2025-12,,405.1,
1025,102,2024-01,,116.5,
1005,102,2025-05,,390.05,
1123,102,2024-03,,182.3,
1036,102,2026-01,,422.3,
1036,102,2026-01,,168.92,
1127,104,2024-02,,201.98,
1096,104,2026-01,,348.25012345,
1092,104,2025-06,,355.65,
1114,102,2026-01,,38.77,
1057,104,2025-04,,72.37,
1099,101,2024-06,,174.59,
1046,105,2025-12,,205.14,
1025,103,2026-01,,427.55,
1025,103,2026-01,,171.02,
1034,105,2024-07,,171.27,
1040,102,2025-09,,296.58,
1050,102,2025-07,,30.61,
1034,102,2026-04,,516.03,
1022,105,2024-08,,74.61,
1077,101,2026-02,,526.93,
1119,105,2025-11,,64.73,
1022,101,2026-03,,367.32,
1008,105,2024-04,,102.31,
1064,104,2026-02,,304.77,
1073,102,2024-05,,509.54,
1052,104,2024-12,,173.84,
1096,103,2025-10,,399.83,
1049,102,2026-04,,258.72,
1049,102,2026-04,,103.49,
1005,104,2024-05,,462.67,
1074,103,2025-02,,589.21,
1141,102,2025-08,,37.04,
1121,103,2025-03,,242.7,
1071,103,2024-01,,496.63,
1071,103,2024-01,,198.65,
1124,105,2026-03,,371.87,
1140,104,2026-03,,120.38,
1025,105,2025-07,,172.15,
1138,102,2024-01,,19.17,
1068,104,2025-06,,68.49,
1077,101,2024-02,,454.54,
1077,101,2024-02,,181.82,
1050,105,2025-08,,429.5,
1050,105,2025-08,,171.8,
1144,105,2025-11,,86.13,
1121,105,2024-07,,494.15,
1093,101,2024-04,,39.66,
1093,101,2024-04,,15.86,
1130,105,2025-06,,467.85,
1130,105,2025-06,,187.13932345,
1114,104,2026-04,,99.8,
1119,105,2024-04,,417.45,
1126,103,2024-05,,361.96,
1008,105,2024-06,,72.85,
1005,102,2024-05,,470.82,
1061,102,2024-07,,491.93,
1008,104,2025-05,,344.9,
1112,105,2024-05,,457.77,
1104,102,2026-01,,196.82,
1049,104,2024-12,,325.74,
1049,104,2024-12,,130.3,
1005,105,2025-10,,478.21,
1126,101,2024-07,,573.21,
1121,102,2026-02,,286.81,
1121,102,2026-02,,114.72,
1041,102,2026-04,,424.11,
1041,102,2026-04,,169.64,
1008,104,2024-01,,205.62,
1087,103,2024-04,,71.0,
1053,101,2024-06,,185.81,
1072,102,2024-01,,428.7,
1072,103,2025-01,,565.09,
1072,103,2025-01,,226.04,
1119,105,2025-01,,569.74,
1015,104,2024-01,,245.98,
1130,101,2024-09,,458.38,
1104,101,2025-10,,301.51,
1036,102,2025-07,,571.69,
1036,102,2025-07,,228.67,
1136,103,2025-10,,583.32,
1131,103,2025-11,,229.64,
1119,103,2024-02,,98.95,
1150,101,2026-04,,85.94,
1133,105,2026-04,,192.69,
1104,103,2024-09,,398.21,
1073,101,2025-12,,82.4,
1073,101,2025-12,,32.96,
1126,104,2026-02,,237.19,
1123,101,2026-04,,403.79,
1131,103,2025-01,,108.37,
1111,103,2024-07,,268.13,
1077,102,2024-04,,490.23,
1116,103,2024-02,,170.25,
1116,103,2024-02,,68.1,
1090,101,2024-10,,342.54,
1127,105,2025-08,,107.38,
1127,102,2025-06,,438.02,
1148,105,2025-09,,153.62,
1139,101,2024-11,,260.95,
1139,101,2024-11,,104.38,
1008,102,2024-02,,168.57,
1039,103,2024-03,,528.3591234500001,
1148,104,2024-03,,550.4,
1137,101,2024-01,,289.28,
1073,103,2024-09,,66.94,
1073,105,2026-03,,143.95,
1019,104,2025-08,,77.08,
1019,104,2025-08,,30.83,
1025,101,2026-04,,266.55,
1146,101,2025-07,,33.69,
1093,102,2025-09,,473.02,
1098,105,2025-09,,63.01,
1121,103,2025-08,,117.51,
1039,105,2024-05,,383.33,
1101,102,2024-09,,84.76,
1119,103,2024-11,,351.24,
1132,103,2024-10,,222.88,
1013,102,2025-06,,491.96,
1040,102,2026-03,,43.37,
1111,105,2025-12,,200.35962345,
1096,103,2024-06,,65.15,
1096,103,2024-06,,26.06,
1148,102,2025-04,,375.29,
1073,104,2024-07,,241.69,
1077,101,2025-07,,71.33,
1081,101,2024-01,,121.48,
1037,103,2025-07,,149.46,
1019,101,2025-11,,84.5,
1041,103,2025-04,,145.99,
1136,104,2025-12,,41.56,
1039,105,2025-01,,417.38,
1008,105,2025-08,,115.49,
1010,103,2024-05,,511.27,
1010,103,2024-05,,204.51,
1141,105,2024-03,,102.54,
1086,104,2025-06,,279.9,
1116,104,2024-10,,349.76,
1041,102,2024-07,,272.62,
1087,105,2024-06,,561.46,
1017,103,2025-03,,312.5,
1074,104,2025-04,,281.86,
1087,101,2024-07,,266.41,
1064,105,2025-06,,329.12,
1024,101,2025-01,,25.37,
1068,103,2024-07,,424.12162345,
1068,103,2024-07,,169.65,
1003,103,2024-10,,493.83,
1129,101,2025-04,,393.3196234500001,
1129,101,2025-04,,157.33,
1041,104,2024-08,,310.71,
1111,103,2026-03,,53.81,
1096,102,2025-03,,271.36,
1025,103,2026-01,,8.28,
1096,104,2025-12,,452.19,
1130,101,2025-08,,471.75,
1130,101,2025-08,,188.7,
1132,105,2025-08,,520.5,
1132,105,2025-08,,208.2,
1021,103,2025-08,,577.26,
1146,105,2024-06,,21.66,
1015,104,2024-10,,125.52,
1086,105,2024-01,,105.17,
1086,105,2024-01,,42.07,
1113,101,2025-02,,573.17,
1113,101,2025-02,,229.27,
1112,102,2025-09,,346.12,
1105,103,2024-07,,6.95,
1052,105,2024-12,,546.41,
1052,105,2024-12,,218.56,
1105,103,2025-12,,505.98,
1037,104,2024-09,,109.8,
1141,102,2025-12,,342.25,
1034,103,2025-10,,323.8,
1045,104,2025-02,,595.45312345,
1021,105,2026-02,,468.26,
1008,104,2024-01,,46.23,
1092,102,2025-02,,25.07,
1144,104,2025-05,,278.16,
1101,102,2025-04,,492.71,
1019,102,2024-10,,76.68,
1003,103,2024-06,,265.79,
1123,102,2025-03,,418.8,
1141,101,2025-02,,414.98,
1087,102,2024-09,,226.35,
1003,103,2026-04,,117.31,
1144,102,2026-01,,102.31,
1126,102,2025-10,,126.25,
1045,101,2024-12,,195.71,
1045,104,2024-08,,41.94,
1015,102,2025-02,,182.66662345,
1123,105,2024-06,,153.03,
1088,102,2024-12,,107.26,
1144,104,2024-03,,202.73,
1138,102,2025-05,,353.51,
1138,102,2025-05,,141.41,
1098,102,2025-09,,49.94,
1087,102,2025-10,,25.15,
1087,102,2025-10,,10.06,
1058,103,2025-10,,472.71,
1061,101,2024-08,,508.54,
1144,102,2026-03,,413.19,
1072,102,2025-03,,378.8,
1010,102,2024-07,,77.52,
1041,102,2025-06,,49.2,
1052,104,2024-06,,364.5,
1040,103,2026-03,,290.0,
1040,103,2026-03,,116.0,
1133,104,2026-02,,95.64,
1133,104,2026-02,,38.26,
1068,105,2025-07,,93.8,
1105,103,2025-01,,338.38,
1040,102,2024-07,,5.0,
1040,102,2024-07,,2.0,
1090,103,2025-01,,295.01,
1006,101,2025-01,,559.45,
1075,105,2025-12,,294.45,
1098,102,2024-09,,287.94,
1098,102,2024-09,,115.18,
1029,103,2025-09,,274.64,
1141,102,2024-01,,72.25,
1130,101,2025-06,,546.19,
1130,101,2025-06,,218.48,
1123,104,2025-08,,186.52,
1018,101,2025-10,,344.64,
1041,104,2025-12,,186.59,
1041,104,2025-12,,74.64,
1122,104,2025-11,,174.78,
1026,102,2025-05,,111.24,
1026,102,2025-05,,44.49,
1038,102,2024-09,,589.81,
1038,102,2024-09,,235.92,
1017,103,2024-03,,228.19,
1113,104,2025-11,,456.92,
1144,105,2026-03,,592.6,
1132,105,2026-02,,161.34,
1074,103,2025-11,,534.37,
1074,103,2025-11,,213.75,
1013,103,2024-12,,484.25,
1026,101,2025-09,,75.92962345000001,
1052,103,2025-04,,371.97,
1039,101,2025-10,,574.63,
1008,103,2025-11,,267.97,
1017,103,2025-03,,563.6,
1017,103,2025-03,,225.44,
1088,103,2025-09,,119.06,
1117,101,2024-05,,-300.01,
1111,102,2025-04,,573.14,
1036,101,2024-04,,262.35,
1088,103,2024-08,,432.20712345,
1144,102,2025-07,,381.05,
1046,105,2026-02,,554.5,
1087,105,2025-03,,485.55,
1018,103,2026-01,,356.34,
1025,103,2025-01,,347.21,
1088,104,2024-11,,463.34,
1141,105,2025-08,,135.23,
1029,103,2024-08,,301.15,
1144,101,2025-09,,193.78,
1128,104,2025-10,,497.64,
1073,102,2026-04,,430.77,
1010,102,2025-05,,437.12,
1034,101,2025-07,,236.89,
1090,104,2024-03,,317.89,
1125,104,2024-04,,80.71,
1068,104,2025-11,,100.31,
1029,102,2024-08,,483.1,
1128,101,2025-11,,-471.84,
1128,101,2025-11,,188.73,
1013,101,2024-12,,-584.56,
1140,103,2025-08,,261.71,
1024,102,2025-02,,294.45412345,
1087,101,2026-03,,279.55,
1101,103,2024-01,,74.2,
1119,102,2024-01,,353.14,
1119,102,2024-01,,141.26,
1088,104,2025-10,,422.39,
1123,102,2025-02,,488.19,
1122,104,2024-03,,312.54,
1024,102,2025-11,,538.82,
1126,104,2026-03,,190.29,
1018,105,2024-09,,511.24162345,
1081,105,2024-06,,255.27,
1081,105,2024-06,,102.11,
1064,105,2025-03,,86.06,
1077,105,2025-07,,307.58,
1006,102,2024-05,,181.57662345,
1045,105,2025-01,,168.24,
1055,104,2025-10,,542.44,
1098,102,2025-07,,124.25,
1139,102,2026-01,,224.86,
1096,102,2024-11,,595.49,
1016,103,2024-05,,320.05,
1018,103,2024-12,,467.4,
1019,104,2024-08,,228.73,
1070,105,2026-04,,484.56,
1061,105,2024-10,,365.46,
1061,105,2024-10,,146.18,
1146,105,2025-07,,357.78,
1003,105,2025-12,,95.41,
1010,103,2025-12,,467.07,
1101,103,2026-03,,282.52812345,
1049,103,2025-10,,515.11,
1049,103,2025-10,,206.04,
1050,101,2024-06,,346.25,
1003,104,2025-11,,306.44,
1146,105,2025-12,,77.0,
1001,104,2025-12,,321.75912345,
1122,105,2024-02,,365.41,
1122,105,2024-02,,146.16,
1016,103,2024-05,,309.43,
1016,103,2024-05,,123.77,
1146,102,2025-07,,510.84,
1146,102,2025-07,,204.34,
1137,105,2025-02,,132.43,
1006,104,2025-09,,509.39,
1068,103,2024-04,,5.58,
1068,103,2024-04,,2.23,
1017,105,2025-06,,539.36,
1141,103,2024-08,,283.74,
1123,103,2024-04,,593.65,
1099,101,2025-01,,530.44,
1026,104,2025-03,,446.99,
1026,104,2025-03,,178.8,
1057,101,2025-03,,294.72,
1092,105,2026-01,,554.33,
1021,101,2024-05,,95.44,
1146,103,2025-03,,585.92,
1114,101,2026-02,,258.8,
1058,101,2024-09,,596.57,
1021,105,2025-09,,110.76,
1021,105,2025-09,,44.3,
1006,103,2024-07,,557.64,
1010,104,2025-02,,316.17062345,
1098,104,2024-03,,307.14,
1058,103,2025-12,,252.3,
1010,103,2024-08,,172.98,
1053,104,2025-01,,202.23,
1025,103,2025-01,,445.42,
1086,102,2025-10,,167.38,
1137,105,2024-05,,27.02,
1137,105,2024-05,,10.81,
1019,101,2025-07,,372.36,
1123,102,2024-02,,78.88,
1126,103,2025-01,,270.47,
1096,105,2025-05,,475.05,
1064,101,2025-08,,38.82,
1064,101,2025-08,,15.53,
1119,101,2024-06,,264.05,
1132,103,2024-07,,112.48,
1119,104,2025-05,,425.38,
1057,105,2024-05,,104.74,
1029,103,2024-05,,164.09,
1041,105,2024-04,,3.34,
1017,105,2024-09,,433.94,
1013,101,2026-04,,214.9,
1004,105,2025-11,,587.31,
1148,104,2025-10,,156.26,
1101,102,2024-11,,163.1,
1033,104,2024-08,,438.56,
1116,102,2025-04,,113.05,
1116,102,2025-04,,45.22,
1004,103,2024-06,,531.44,
1029,101,2025-03,,149.03912345,
1029,101,2025-03,,59.62,
1003,105,2024-04,,228.28,
1139,101,2024-05,,150.88,
1003,101,2026-03,,66.04,
1040,102,2025-05,,456.4,
1040,102,2025-05,,182.56,
1124,103,2025-10,,327.31,
1021,105,2025-03,,87.25,
1021,105,2025-03,,34.9,
1046,104,2025-12,,530.82,
1022,102,2024-04,,573.99,
1081,101,2024-02,,363.69,
1146,104,2024-06,,536.14,
1021,103,2025-05,,397.88,
1021,103,2025-05,,159.15,
1033,102,2024-11,,90.8,
1015,101,2025-08,,257.9,
1025,102,2026-02,,232.55,
1093,105,2026-03,,382.87,
1088,104,2025-07,,299.52,
1088,101,2025-08,,429.67,
1046,101,2024-08,,218.62,
1112,102,2024-04,,38.1,
1026,103,2025-04,,88.62412345000001,
1026,103,2025-04,,35.45,
1013,102,2024-04,,577.33,
1098,103,2024-02,,421.59,
1034,101,2024-05,,220.73,
1096,102,2026-02,,111.5,
1068,104,2025-02,,434.23,
1022,102,2024-03,,528.99,
1003,104,2025-03,,408.74,
1003,104,2025-03,,163.5,
1049,104,2024-06,,164.92,
1045,104,2025-09,,35.96,
1132,101,2026-04,,416.23,
1087,102,2024-02,,482.5,
1016,103,2025-09,,467.83,
1021,101,2024-08,,359.27,
1138,101,2024-09,,163.33,
1138,101,2024-09,,65.33,
1071,101,2024-11,,7.57,
1039,103,2026-02,,235.91,
1073,104,2026-01,,303.39,
1087,104,2025-08,,521.62,
1017,101,2026-01,,140.86,
1034,105,2025-06,,595.39,
1104,102,2024-12,,176.28,
1147,104,2024-09,,127.27,
1137,104,2024-04,,483.32,
1018,104,2024-04,,274.25,
1128,103,2024-12,,55.81,
1112,103,2026-02,,526.3,
1127,104,2024-02,,219.67,
1147,102,2025-03,,221.62262345,
1147,104,2025-06,,271.43012345,
1147,104,2025-06,,108.57212345,
1052,105,2024-01,,94.85,
1016,102,2025-02,,524.81,
1123,104,2024-04,,53.78,
1099,102,2025-02,,198.91062345,
1150,104,2024-04,,168.83,
1138,102,2024-11,,342.0,
1138,102,2024-11,,136.8,
1112,102,2024-02,,128.87,
1053,102,2024-03,,87.19,
1104,104,2025-06,,130.43,
1104,104,2025-06,,52.17,
1068,102,2024-07,,211.19,
1034,104,2024-12,,547.78,
1131,102,2024-03,,434.33,
1071,101,2024-06,,538.16,
1071,101,2024-06,,215.26,
1055,105,2026-01,,4.7,
1104,105,2024-04,,24.3,
1036,105,2025-01,,131.64,
1003,103,2026-04,,219.87,
1024,104,2025-10,,599.43,
1098,105,2026-02,,203.16,
1098,105,2026-02,,81.26,
1099,104,2024-10,,507.44,
1136,101,2024-03,,484.05,
1093,101,2025-05,,450.59,
1117,105,2026-04,,22.0,
1105,105,2025-01,,70.91462345000001,
1105,105,2025-01,,28.37,
1139,104,2024-01,,563.92,
1141,103,2024-11,,503.49,
1096,101,2024-01,,18.18,
1131,103,2024-12,,104.32,
1090,102,2025-09,,387.55,
1025,104,2026-01,,106.3,
1025,104,2026-01,,42.52,
1117,101,2025-10,,347.22,
1125,102,2024-11,,124.25,
1130,102,2024-01,,371.81462345,
1005,102,2025-04,,381.59,
1046,103,2024-07,,322.41,
1055,101,2024-10,,-52.07,
1021,101,2025-04,,556.5,
1038,101,2024-03,,297.81,
1114,101,2025-02,,46.46,
1114,101,2025-02,,18.58,
1104,102,2024-07,,181.01,
1104,102,2024-07,,72.4,
1074,103,2025-05,,596.96,
1053,101,2024-07,,364.65,
1045,103,2024-04,,539.4,
1148,102,2024-10,,166.02,
1140,103,2025-04,,447.75,
1039,103,2024-06,,120.73,
1021,105,2026-03,,460.45,
1114,104,2025-04,,255.68,
1132,104,2025-03,,121.83,
1104,102,2024-02,,574.96,
1139,105,2024-12,,240.49,
1038,103,2024-09,,45.9,
1024,101,2024-11,,413.75,
1072,102,2025-07,,42.08,
1126,103,2026-01,,365.72,
1126,103,2026-01,,146.29,
1099,103,2026-04,,193.77,
1058,104,2024-05,,76.65,
1128,101,2024-10,,13.16,
1111,103,2024-05,,505.38,
1008,103,2025-10,,12.22,
1068,103,2024-11,,452.83,
1133,101,2025-02,,180.82,
1133,101,2025-02,,72.33,
1136,101,2024-01,,-136.35,
1148,104,2024-08,,104.19,
1123,101,2025-12,,521.14,
1068,101,2024-09,,199.27,
1036,102,2025-08,,277.76,
1093,104,2025-11,,75.62,
1058,103,2026-03,,439.19,
1017,103,2025-07,,501.74,
1148,101,2024-03,,583.13,
1088,102,2025-05,,64.96,
1071,103,2025-12,,273.78,
1046,103,2025-01,,585.1,
1046,103,2025-01,,234.04,
1036,103,2025-08,,389.91,
1050,101,2025-04,,114.25,
1055,101,2025-07,,52.73,
1119,103,2024-02,,266.2,
1098,102,2024-10,,115.7,
1121,104,2024-04,,409.49362345,
1010,101,2025-08,,161.54,
1136,104,2025-02,,237.25,
1116,102,2024-06,,471.97,
1001,101,2024-07,,303.19,
1148,102,2024-06,,190.78,
1029,101,2025-11,,286.07,
1016,102,2025-11,,456.76,
1001,104,2024-09,,284.86,
1064,102,2025-06,,303.13,
1073,104,2025-05,,441.55,
1073,104,2025-05,,176.62,
1077,103,2025-12,,201.91,
1131,104,2024-04,,163.79,
1093,102,2025-11,,596.47,
1150,104,2025-01,,125.77,
1021,103,2025-10,,408.08,
1021,103,2025-10,,163.23,
1146,103,2024-12,,236.13812345,
1008,105,2025-06,,421.85,
1127,103,2024-10,,68.34,
1147,102,2025-06,,580.09,
1061,101,2026-03,,178.6,
1024,101,2025-05,,185.23,
1053,102,2024-12,,527.54,
1126,102,2024-03,,428.64,
1017,103,2024-08,,21.7,
1017,103,2024-08,,8.68,
1019,103,2024-11,,359.23,
1129,102,2025-11,,461.18,
1070,101,2024-10,,341.08,
1099,101,2024-05,,317.13,
1077,104,2024-12,,258.03,
1126,101,2026-02,,254.0,
1052,105,2025-06,,225.43,
1010,104,2024-05,,243.26,
1105,101,2024-03,,35.18,
1019,103,2025-08,,290.18,
1146,105,2026-01,,430.88,
1116,102,2024-08,,537.29,
1001,104,2025-09,,413.45,
1024,105,2024-04,,150.21,
1090,101,2024-05,,181.7,
1124,103,2026-04,,368.62,
1029,101,2024-07,,87.16,
1150,105,2024-07,,287.0,
1116,103,2025-11,,166.92,
1098,102,2024-01,,171.85,
1006,105,2025-03,,27.972623450000004,
1006,105,2025-03,,11.19,
1034,103,2025-05,,513.86,
1088,105,2024-03,,106.76,
1105,102,2024-10,,471.51,
1139,104,2025-01,,577.63,
1117,105,2024-09,,79.82962345,
1136,104,2024-03,,29.34,
1136,104,2024-03,,11.74,
1112,103,2026-02,,140.84,
1021,102,2026-01,,535.75,
1133,103,2024-04,,24.86,
1137,101,2024-06,,-194.39,
1128,105,2024-07,,119.44,
1034,104,2026-04,,318.3,
1144,101,2024-07,,22.36,
1127,105,2024-03,,206.07512345,
1122,104,2024-07,,499.86,
1136,105,2024-05,,481.45,
1127,101,2024-05,,469.98,
1131,105,2024-12,,15.97,
1088,103,2024-03,,523.78,
1050,105,2025-09,,301.28,
1022,105,2025-04,,562.31,
1022,105,2025-04,,224.93,
1013,102,2024-07,,329.38,
1013,102,2025-05,,46.06,
1013,102,2025-05,,18.43,
1016,104,2025-09,,444.23,
1016,104,2025-09,,177.69,
1021,101,2025-05,,305.79,
1049,101,2024-02,,18.25,
1087,101,2025-07,,290.6,
1150,104,2025-07,,-84.82,
1086,103,2024-07,,207.52,
1086,103,2024-07,,83.01,
1123,105,2024-02,,594.59,
1016,101,2024-05,,264.54,
1052,103,2024-05,,364.66,
1053,105,2024-07,,298.22,
1046,104,2025-12,,183.37,
1052,105,2024-09,,193.02,
1093,105,2025-05,,169.67,
1049,103,2026-01,,332.9,
1006,102,2025-12,,265.56612345,
1006,103,2024-10,,353.97362345000005,
1133,104,2025-05,,13.76,
1087,102,2025-11,,260.07,
1075,101,2025-09,,453.3,
1130,102,2026-02,,18.84,
1013,101,2025-07,,234.4,
1123,104,2025-03,,344.63,
1087,104,2026-02,,595.59,
1147,103,2024-03,,599.29,
1006,105,2024-10,,218.61,
1132,101,2024-05,,185.87,
1101,104,2024-01,,265.34612345,
1126,102,2025-02,,37.5,
1126,102,2025-02,,15.0,
1038,103,2026-02,,472.57,
1037,102,2025-09,,394.45,
1117,104,2025-08,,192.11,
1055,103,2024-01,,407.84,
1055,103,2024-01,,163.13,
1016,105,2025-03,,70.13,
1147,104,2024-03,,386.03,
1147,104,2024-03,,154.41,
